date,user_id,monthly_income,monthly_expense_total,savings_rate,budget_goal,financial_scenario,credit_score,debt_to_income_ratio,loan_payment,investment_amount,subscription_services,emergency_fund,transaction_count,fraud_flag,discretionary_spending,essential_spending,income_type,rent_or_mortgage,category,cash_flow_status,financial_advice_score,financial_stress_level,actual_savings,savings_goal_met,surplus,expense_ratio,debt_pressure
2023-11-06,1871,5061.65,3305.14,0.13,1593.19,recession,661.0,0.15,444.09,365.03,8,713.16,76,0,356.85,2260.37,Salary,687.92,Rent,Negative,45.2,Low,2609.46,1,1756.5099999999998,65.29767961040372,8.773621249987652
2019-01-01,1571,3743.0,3362.5199999999995,0.38,2531.55,normal,605.0,0.22,521.94,63.79,1,400.83,74,0,645.28,1994.8,Salary,722.44,Dining Out,Positive,63.4,Low,1076.02,0,380.4800000000005,89.83489179802297,13.944429601923591
2019-01-31,1255,2206.66,4344.2,0.33,3112.42,recession,688.0,0.53,130.3,253.69,2,1088.53,55,0,667.28,2447.72,Salary,1229.2,Investments,Negative,99.6,Low,69.86,0,-2137.54,196.8676642527621,5.904851676289053
2019-03-02,1317,3936.26,3478.0699999999997,0.11,3555.77,inflation,689.0,0.12,229.36,332.26,7,640.44,60,0,622.49,2325.45,Salary,530.13,Utilities,Positive,46.3,Low,893.46,0,458.1900000000005,88.35976282054537,5.826850868590998
2019-04-01,1889,2734.52,3687.16,0.35,3048.16,inflation,689.0,0.52,741.06,349.17,5,1510.03,43,1,98.41,2283.62,Salary,1305.13,Education,Neutral,90.1,Low,0.0,0,-952.6399999999999,134.83755832833552,27.100185773005865
2019-05-01,1743,2783.07,3797.4700000000003,0.18,4014.67,normal,708.0,0.41,789.61,563.93,8,1195.76,99,0,694.82,2106.4,Salary,996.25,Rent,Negative,42.4,Low,563.06,0,-1014.4000000000001,136.44895744627337,28.371905844984134
2019-05-31,1500,6058.97,3606.5099999999993,0.07,2635.5,inflation,737.0,0.54,546.9,579.38,5,315.95,32,0,300.7,2140.7,Freelance,1165.11,Dining Out,Positive,19.4,High,3995.53,1,2452.460000000001,59.52348336433418,9.02628664608011
2019-06-30,1330,4484.84,3765.12,0.08,2740.46,normal,700.0,0.56,493.39,295.12,3,844.22,89,0,948.92,1762.46,Salary,1053.74,Rent,Negative,67.4,High,1154.98,0,719.7200000000003,83.95215882840859,11.001284326754131
2019-07-30,1747,3546.98,5478.099999999999,0.07,3220.98,recession,661.0,0.11,546.36,362.76,5,761.59,61,0,513.28,3206.74,Salary,1758.08,Education,Positive,59.6,High,90.88,0,-1931.1199999999994,154.44406227269394,15.403526380188218
2019-08-29,1705,3207.33,2351.48,0.07,2011.84,normal,655.0,0.51,60.63,956.98,5,656.3,86,0,184.1,1307.69,Mixed,859.69,Healthcare,Positive,19.2,Low,63.03,0,855.8499999999999,73.3158109704957,1.8903574000804408
2019-09-28,1881,5100.75,3970.98,0.29,2814.12,normal,810.0,0.18,661.33,631.11,6,1151.68,62,0,590.17,2289.87,Salary,1090.94,Utilities,Positive,23.7,High,2433.0,0,1129.77,77.85090427878252,12.965348233102974
2019-10-28,1224,3875.08,4839.65,0.17,2859.62,normal,743.0,0.51,806.09,329.4,5,1496.24,27,0,401.19,2628.33,Salary,1810.13,Investments,Neutral,11.2,High,0.0,0,-964.5699999999997,124.8916151408487,20.80189312220651
2019-11-27,1418,3489.19,4458.28,0.33,2375.64,normal,728.0,0.55,546.22,369.52,6,1613.28,29,0,706.54,2679.0,Salary,1072.74,Groceries,Positive,91.6,Low,1420.59,0,-969.0899999999997,127.77406790687809,15.654636176304528
2019-12-27,1509,5090.21,4180.14,0.31,3024.71,recession,653.0,0.44,364.46,469.84,1,842.3,77,0,484.99,2145.13,Salary,1550.02,Healthcare,Positive,4.5,Low,378.08,0,910.0699999999997,82.1211698535031,7.160018938314922
2020-01-26,1713,3127.19,3812.55,0.25,2085.02,normal,678.0,0.27,607.26,331.38,8,1449.52,62,0,365.33,2050.11,Salary,1397.11,Education,Positive,70.8,Low,0.0,0,-685.3600000000001,121.9161611542631,19.418711367073954
2020-02-25,1592,2399.9,4532.51,0.06,2876.9,inflation,585.0,0.12,545.84,628.23,3,1575.54,75,0,745.29,2133.95,Freelance,1653.27,Utilities,Positive,81.4,Low,599.03,0,-2132.61,188.86245260219175,22.74428101170882
2020-03-26,1546,3573.59,2970.18,0.26,2959.77,recession,695.0,0.17,480.7,592.71,6,1662.35,59,0,604.5,1348.61,Freelance,1017.07,Education,Negative,50.8,Medium,2224.7,0,603.4100000000003,83.11473895998141,13.451459176906136
2020-04-25,1632,4830.58,3842.6,0.18,2819.09,normal,688.0,0.15,385.07,90.72,4,856.02,33,0,665.36,2102.46,Salary,1074.78,Entertainment,Positive,77.0,Low,1056.53,0,987.98,79.54738354400507,7.971506527166509
2020-05-25,1477,1932.33,3827.2299999999996,0.3,2764.94,recession,716.0,0.55,638.65,632.51,6,826.66,89,0,598.05,2039.09,Freelance,1190.09,Insurance,Negative,69.5,Low,0.0,0,-1894.8999999999996,198.062960260411,33.05077290110902
2020-06-24,1927,2406.12,3873.6099999999997,0.18,2080.12,inflation,661.0,0.14,704.22,592.87,8,770.35,59,0,620.58,2234.27,Salary,1018.76,Transportation,Positive,65.2,Low,0.0,0,-1467.4899999999998,160.98989244094227,29.267866939304778
2020-07-24,1404,2532.15,2835.06,0.22,2413.89,normal,696.0,0.49,849.92,521.18,5,2187.52,26,0,319.52,1519.82,Mixed,995.72,Transportation,Negative,84.2,Low,0.0,0,-302.90999999999985,111.96256145962917,33.56515214343542
2020-08-23,1660,5423.3,3997.2499999999995,0.25,2987.38,recession,616.0,0.32,812.67,378.59,7,1348.09,77,1,466.81,2284.49,Freelance,1245.95,Rent,Negative,9.6,Medium,3850.13,1,1426.0500000000006,73.70512418638097,14.984787859790163
2020-09-22,1181,3009.56,3929.68,0.29,3127.71,normal,633.0,0.45,275.56,613.74,8,523.56,39,0,585.08,1944.23,Freelance,1400.37,Healthcare,Neutral,4.9,Medium,161.67,0,-920.1199999999999,130.57323994205132,9.156155717114794
2020-10-22,1361,4021.8,4275.139999999999,0.18,2354.42,inflation,680.0,0.27,626.55,477.73,6,2253.72,97,0,664.45,2471.39,Freelance,1139.3,Entertainment,Positive,92.1,Low,394.13,0,-253.33999999999924,106.29916952608282,15.578845293152318
2020-11-21,1113,4117.26,3628.23,0.33,2853.85,normal,639.0,0.15,533.05,629.07,3,1240.49,94,0,746.39,1949.89,Salary,931.95,Entertainment,Positive,2.2,Low,1388.65,0,489.0300000000002,88.12244065227846,12.946716991397189
2020-12-21,1461,2220.05,3333.5600000000004,0.37,3538.14,inflation,620.0,0.18,226.85,229.59,3,1642.28,62,0,149.71,1624.4,Salary,1559.45,Rent,Positive,78.1,Low,0.0,0,-1113.5100000000002,150.1569784464314,10.218238327965585
2021-01-20,1462,3844.67,4182.28,0.39,3275.03,inflation,673.0,0.29,509.86,380.98,8,670.32,25,0,622.93,2642.72,Salary,916.63,Transportation,Negative,10.4,Medium,1327.77,0,-337.6099999999997,108.78124780540332,13.261476277547878
2021-02-19,1701,2769.28,5188.8099999999995,0.22,3359.43,normal,763.0,0.47,487.91,402.89,8,1014.57,23,0,835.9,2541.33,Salary,1811.58,Rent,Neutral,4.6,Low,0.0,0,-2419.5299999999993,187.3703634157615,17.618659001617747
2021-03-21,1722,4773.45,4605.46,0.28,2730.76,normal,689.0,0.24,270.37,535.3,2,796.25,38,0,564.98,2156.35,Salary,1884.13,Healthcare,Neutral,52.9,Low,2354.65,0,167.98999999999978,96.48074243995434,5.664037540981889
2021-04-20,1369,5728.95,3335.9700000000003,0.23,3399.42,normal,669.0,0.15,504.6,396.79,2,1484.63,97,0,408.29,1952.16,Freelance,975.52,Insurance,Positive,75.8,High,2344.44,0,2392.9799999999996,58.23004215432148,8.807896735003796
2021-05-20,1549,4668.2,5153.92,0.1,2906.03,recession,769.0,0.13,797.65,162.04,9,153.74,78,0,686.09,3188.51,Freelance,1279.32,Groceries,Positive,3.1,High,2455.32,0,-485.72000000000025,110.40486697228053,17.086885737543376
2021-06-19,1422,2952.33,3271.94,0.06,2913.37,recession,660.0,0.38,682.79,809.82,1,1469.5,20,0,932.38,1415.17,Salary,924.39,Education,Positive,33.3,High,436.39,0,-319.6100000000001,110.82568683040175,23.127157194487065
2021-07-19,1642,3609.85,4574.89,0.05,2425.41,normal,818.0,0.23,479.3,425.36,4,748.6,31,0,604.87,2467.21,Salary,1502.81,Investments,Positive,16.5,Low,1531.24,0,-965.0400000000004,126.73352078341208,13.277560009418673
2021-08-18,1666,4936.35,3853.09,0.08,2817.55,normal,686.0,0.41,861.0,1074.46,2,1912.78,58,0,629.2,2205.07,Salary,1018.82,Rent,Neutral,38.2,Low,961.22,0,1083.2600000000002,78.05544582535678,17.44203713269926
2021-09-17,1352,2516.74,3940.6800000000003,0.23,2638.64,inflation,753.0,0.39,518.13,777.85,5,666.38,30,0,478.8,2346.23,Salary,1115.65,Transportation,Negative,88.2,Medium,792.24,0,-1423.9400000000005,156.57874869871344,20.587347123659974
2021-10-17,1891,3456.96,3821.4300000000003,0.33,2735.93,normal,662.0,0.25,509.75,588.2,3,1685.99,70,0,498.34,2333.71,Freelance,989.38,Insurance,Positive,13.1,Low,230.69,0,-364.47000000000025,110.54307831158012,14.745614644080348
2021-11-16,1707,3626.94,3533.91,0.1,2077.59,normal,799.0,0.36,462.26,354.03,1,1071.84,71,0,302.03,2100.75,Salary,1131.13,Rent,Neutral,94.4,High,2174.65,1,93.0300000000002,97.43502787473737,12.745179131719853
2021-12-16,1505,3257.18,2391.7200000000003,0.16,2506.21,normal,747.0,0.31,586.96,106.42,8,1637.71,20,0,261.82,1829.9,Mixed,300.0,Dining Out,Neutral,27.4,High,0.0,0,865.4599999999996,73.42916264989961,18.02049625749882
2022-01-15,1421,3416.92,4260.83,0.16,3047.88,recession,629.0,0.38,737.98,523.75,4,842.98,32,0,419.83,1872.43,Freelance,1968.57,Education,Positive,46.7,Low,1162.56,0,-843.9099999999999,124.69797361366378,21.59781323531133
2022-02-14,1895,5189.22,3149.8900000000003,0.34,2264.17,inflation,688.0,0.14,380.23,963.23,1,768.31,96,0,535.57,1579.9,Salary,1034.42,Dining Out,Negative,10.6,Low,3457.96,1,2039.33,60.70064479825484,7.327305452457209
2022-03-16,1038,3019.22,1907.22,0.2,3178.94,normal,676.0,0.51,945.73,283.07,8,775.77,97,0,289.51,1000.0,Salary,617.71,Insurance,Negative,87.6,Medium,0.0,0,1111.9999999999998,63.16929538092621,31.323653128953836
2022-04-15,1394,3686.26,3753.36,0.25,2523.25,recession,744.0,0.12,813.39,341.52,1,1317.39,62,0,114.65,2570.64,Mixed,1068.07,Healthcare,Positive,89.1,Low,1018.55,0,-67.09999999999991,101.82027312235165,22.065453874658868
2022-05-15,1884,3467.2,4758.87,0.26,2899.26,inflation,638.0,0.22,671.16,512.16,2,943.31,69,0,532.67,1877.8,Salary,2348.4,Utilities,Positive,42.9,Low,18.01,0,-1291.67,137.25398015689893,19.357406552838025
2022-06-14,1685,3782.02,3351.24,0.15,2385.55,normal,594.0,0.5,218.3,135.52,7,210.88,29,0,546.67,2079.81,Salary,724.76,Rent,Negative,88.8,Low,437.9,0,430.7800000000002,88.60979053521663,5.772047741683016
2022-07-14,1427,3410.52,2609.7200000000003,0.09,2518.6,recession,753.0,0.52,730.3,591.32,8,621.06,53,0,548.67,1116.46,Salary,944.59,Transportation,Positive,80.9,Medium,1120.13,0,800.7999999999997,76.5197096044005,21.413156937944947
2022-08-13,1949,3414.17,3862.1400000000003,0.29,1734.43,inflation,749.0,0.53,917.82,438.75,5,1061.82,69,0,153.8,2223.35,Salary,1484.99,Transportation,Positive,74.1,Low,607.39,0,-447.97000000000025,113.12090493443503,26.88266840842723
2022-09-12,1178,4339.83,4041.2299999999996,0.08,2582.82,normal,617.0,0.24,239.71,396.24,5,599.38,96,0,397.03,2384.13,Salary,1260.07,Rent,Positive,95.0,Low,1384.59,0,298.60000000000036,93.11954615733795,5.523488247235491
2022-10-12,1131,5362.52,4707.87,0.3,2221.57,recession,668.0,0.16,371.56,349.05,6,601.49,47,0,203.03,2676.7,Salary,1828.14,Education,Neutral,69.9,Medium,2742.13,1,654.6500000000005,87.7921201226289,6.928831967060262
2022-11-11,1874,3030.58,2983.9,0.35,2788.29,recession,648.0,0.21,452.72,692.94,5,0.0,60,0,433.04,1634.03,Freelance,916.83,Entertainment,Positive,99.0,Low,32.96,0,46.679999999999836,98.45970078334841,14.938394630730754
2022-12-11,1083,3959.45,4387.03,0.24,3308.23,inflation,640.0,0.54,513.93,537.76,2,1470.98,68,0,584.46,3169.27,Salary,633.3,Dining Out,Neutral,39.4,High,96.7,0,-427.5799999999999,110.79897460505879,12.97983305762164
2023-01-10,1044,4077.02,4559.889999999999,0.12,2490.08,normal,696.0,0.3,415.54,337.85,4,1728.57,49,0,463.44,3050.77,Salary,1045.68,Dining Out,Negative,86.1,High,929.98,0,-482.86999999999944,111.84369956487825,10.192248259758353
2023-02-09,1075,4692.43,4722.51,0.32,3522.17,recession,744.0,0.47,897.37,52.22,9,1449.24,59,0,389.68,2521.52,Salary,1811.31,Entertainment,Neutral,72.9,Medium,1663.47,0,-30.079999999999927,100.64103247144868,19.12378021622059
2023-03-11,1529,5458.64,2873.85,0.16,2894.65,inflation,720.0,0.31,425.21,392.84,1,483.62,74,0,318.23,1644.99,Mixed,910.63,Investments,Positive,76.1,High,3465.0,1,2584.7900000000004,52.64772910468542,7.789669221637623
2023-04-10,1540,2611.3,4207.0,0.13,1960.78,inflation,714.0,0.11,327.48,550.11,9,1414.14,78,0,636.52,2522.21,Salary,1048.27,Insurance,Positive,8.9,High,0.0,0,-1595.6999999999998,161.1074943514724,12.540880021445258
2023-05-10,1595,2529.91,3657.77,0.27,2887.55,recession,740.0,0.25,456.37,212.81,5,1502.16,91,0,614.82,1520.28,Mixed,1522.67,Education,Positive,72.9,Medium,0.0,0,-1127.8600000000001,144.5810325268488,18.038981623852234
2023-06-09,1984,4376.63,4203.78,0.13,3019.67,inflation,660.0,0.14,779.2,777.94,5,1066.5,70,0,424.02,2735.93,Salary,1043.83,Healthcare,Positive,8.4,Low,2152.29,0,172.85000000000036,96.05061428542051,17.80365258200945
2023-07-09,1551,2644.66,3656.34,0.07,2925.37,normal,652.0,0.46,478.86,59.36,6,1470.41,58,0,429.12,1658.34,Salary,1568.88,Investments,Positive,12.5,High,0.0,0,-1011.6800000000003,138.25368856488168,18.106675338228733
2023-08-08,1797,4602.82,2988.54,0.16,1583.86,normal,635.0,0.54,680.48,655.68,5,1689.36,35,0,857.37,1000.0,Salary,1131.17,Rent,Negative,34.6,Medium,2408.05,1,1614.2799999999997,64.92845690250759,14.783980255582449
2023-09-07,1864,6243.76,4244.0599999999995,0.09,3283.75,inflation,655.0,0.51,486.07,564.23,9,1276.92,40,0,496.04,2494.95,Freelance,1253.07,Utilities,Positive,74.7,High,3561.06,1,1999.7000000000007,67.97282406754903,7.784892436608709
2023-10-07,1223,4291.0,4146.37,0.09,1847.11,normal,736.0,0.4,485.58,932.51,9,1565.97,66,0,592.51,2230.04,Salary,1323.82,Entertainment,Negative,57.2,Low,741.55,0,144.6300000000001,96.6294570030296,11.316243299930086
2023-11-06,1506,4418.16,5744.93,0.12,3166.28,recession,696.0,0.21,652.11,0.0,5,438.74,37,0,722.9,3358.05,Salary,1663.98,Education,Neutral,56.3,Low,2103.12,0,-1326.7700000000004,130.02992195846235,14.759764245749363
2019-01-01,1653,5651.4,2645.29,0.11,2165.29,normal,704.0,0.41,521.18,268.36,3,679.87,22,1,660.94,1000.0,Salary,984.35,Insurance,Positive,84.5,Medium,2235.03,1,3006.1099999999997,46.80769366882543,9.22213964681318
2019-01-31,1627,6483.49,2498.19,0.32,2914.5,inflation,587.0,0.23,418.56,499.94,4,462.01,71,0,515.09,1555.36,Salary,427.74,Dining Out,Negative,62.0,Medium,3867.45,1,3985.2999999999997,38.53156247638232,6.4557823024327945
2019-03-02,1473,4151.46,4289.06,0.23,3630.87,normal,732.0,0.5,315.71,285.31,8,1815.24,68,0,1001.6,2338.68,Salary,948.78,Education,Positive,96.3,Medium,610.41,0,-137.60000000000036,103.31449658674299,7.604794457853381
2019-04-01,1671,4009.15,4221.19,0.2,2948.71,normal,754.0,0.11,562.58,169.76,2,1000.97,81,0,689.78,2253.94,Freelance,1277.47,Entertainment,Positive,57.3,Medium,2346.57,0,-212.0399999999995,105.2889016375042,14.032400882980184
2019-05-01,1990,3468.96,3608.24,0.23,2927.97,inflation,614.0,0.33,614.43,333.98,3,721.71,64,0,622.27,2088.99,Salary,896.98,Investments,Positive,50.6,Medium,0.0,0,-139.27999999999975,104.01503620681703,17.71222498962225
2019-05-31,1769,4500.52,4875.66,0.06,2879.86,normal,628.0,0.35,471.32,492.98,6,1553.79,92,0,263.34,2975.82,Salary,1636.5,Utilities,Positive,24.4,Low,1182.78,0,-375.1399999999994,108.3354812332797,10.472567614409002
2019-06-30,1370,4415.73,2844.08,0.14,2352.14,recession,602.0,0.33,544.96,947.07,9,1603.17,24,0,927.38,1000.0,Salary,916.7,Transportation,Neutral,36.9,Medium,1373.3,0,1571.6499999999996,64.40792349169901,12.341334275419921
2019-07-30,1532,3091.74,4196.98,0.38,3234.68,normal,651.0,0.15,415.92,102.65,3,795.84,97,0,540.81,2250.6,Salary,1405.57,Utilities,Positive,19.2,Low,233.91,0,-1105.2399999999998,135.7481547607496,13.452618913621459
2019-08-29,1565,4791.07,5448.34,0.2,3765.74,normal,641.0,0.1,957.01,256.62,9,1194.3,30,0,479.48,3235.56,Mixed,1733.3,Insurance,Neutral,13.1,Low,2243.84,0,-657.2700000000004,113.71864740026759,19.97486991423628
2019-09-28,1825,4575.27,3779.1400000000003,0.34,2896.57,normal,698.0,0.14,476.15,0.0,3,1173.53,60,0,331.97,2235.36,Freelance,1211.81,Dining Out,Positive,70.9,High,878.31,0,796.1300000000001,82.5992782939586,10.40703608748773
2019-10-28,1245,3679.31,4938.71,0.39,1791.06,inflation,764.0,0.29,640.01,31.11,6,1649.6,60,0,480.3,2672.64,Salary,1785.77,Entertainment,Negative,28.8,Medium,0.0,0,-1259.4,134.2292440702197,17.394837619010087
2019-11-27,1270,4848.8,2934.3599999999997,0.32,2734.17,normal,700.0,0.33,371.01,743.26,1,212.7,31,0,331.58,1000.0,Salary,1602.78,Insurance,Neutral,87.3,Low,1168.97,0,1914.4400000000005,60.517241379310335,7.651583897046692
2019-12-27,1190,4254.03,4329.99,0.33,2544.98,normal,559.0,0.46,588.76,411.87,5,1725.53,28,0,692.08,2794.27,Salary,843.64,Rent,Positive,26.0,Medium,1643.19,0,-75.96000000000004,101.78560094780713,13.840052844009094
2020-01-26,1931,4071.27,4779.06,0.37,1997.19,normal,653.0,0.29,455.06,343.64,5,950.38,29,0,477.6,2523.62,Mixed,1777.84,Transportation,Positive,4.1,Low,2360.3,1,-707.7900000000004,117.38499288919675,11.177347608977053
2020-02-25,1466,5357.48,3953.0800000000004,0.22,2967.63,inflation,670.0,0.52,826.78,0.0,6,809.59,36,0,280.07,1782.45,Freelance,1890.56,Dining Out,Negative,37.9,Low,2107.54,0,1404.3999999999992,73.786183056213,15.432255463389504
2020-03-26,1544,4521.67,3248.86,0.38,3880.88,normal,721.0,0.1,384.85,147.02,3,572.84,67,0,548.89,1578.26,Salary,1121.71,Entertainment,Neutral,13.4,Low,1406.47,0,1272.81,71.85088695106012,8.511235892933364
2020-04-25,1190,2783.2,4166.44,0.3,3384.5,recession,721.0,0.52,95.28,669.29,2,1392.78,90,0,395.3,3054.2,Mixed,716.94,Entertainment,Positive,74.7,High,673.1,0,-1383.2399999999998,149.699626329405,3.4233975280252946
2020-05-25,1423,1434.02,4443.15,0.16,2953.07,normal,609.0,0.14,475.21,259.06,4,1339.73,90,0,716.03,1857.39,Salary,1869.73,Investments,Positive,95.6,Low,0.0,0,-3009.1299999999997,309.83877491248376,33.138310483814735
2020-06-24,1497,4568.68,5247.650000000001,0.28,2226.14,inflation,688.0,0.21,780.27,526.41,9,1037.98,68,0,494.93,3062.57,Salary,1690.15,Insurance,Negative,67.2,High,2197.92,0,-678.9700000000003,114.86140416925676,17.07867480322544
2020-07-24,1146,4345.89,3771.8500000000004,0.11,2895.24,normal,700.0,0.31,377.95,452.38,9,1010.3,96,0,598.01,1171.16,Salary,2002.68,Utilities,Positive,7.8,Medium,2704.01,0,574.04,86.79119812052308,8.69672265059631
2020-08-23,1773,4223.06,5282.76,0.12,2605.99,recession,701.0,0.2,255.99,441.63,6,1255.52,91,0,676.71,2196.88,Mixed,2409.17,Utilities,Negative,89.2,Low,2239.15,0,-1059.6999999999998,125.09317887976962,6.061718280109683
2020-09-22,1494,4296.24,2595.87,0.06,2822.19,inflation,624.0,0.33,806.83,265.82,2,1208.44,86,0,586.42,1587.63,Freelance,421.82,Rent,Positive,39.6,Low,1053.42,0,1700.37,60.42190380425675,18.77990987468112
2020-10-22,1341,3490.11,3965.04,0.11,2749.1,normal,756.0,0.29,465.16,148.78,5,364.78,50,0,595.51,2263.58,Freelance,1105.95,Healthcare,Neutral,27.0,Low,225.47,0,-474.92999999999984,113.60788055390805,13.327946683628882
2020-11-21,1491,1798.64,4551.85,0.17,3000.14,inflation,755.0,0.23,368.18,1292.3,5,1613.78,78,0,808.24,1903.94,Salary,1839.67,Insurance,Positive,77.4,High,0.0,0,-2753.21,253.07176533380775,20.469910599119334
2020-12-21,1294,3248.23,3326.9600000000005,0.16,2452.6,normal,773.0,0.38,350.46,257.38,9,971.13,41,0,198.69,1887.39,Salary,1240.88,Transportation,Positive,95.4,Medium,1044.22,0,-78.73000000000047,102.42378156719198,10.789260612702918
2021-01-20,1667,3897.86,4061.9199999999996,0.28,3073.01,normal,811.0,0.11,658.08,252.46,3,1270.27,83,0,251.43,1776.82,Salary,2033.67,Utilities,Neutral,74.4,Medium,0.0,0,-164.0599999999995,104.20897620745741,16.88311021945375
2021-02-19,1043,3755.29,3013.52,0.08,2390.84,normal,628.0,0.27,608.93,391.27,3,808.28,80,0,1028.47,1034.02,Salary,951.03,Investments,Neutral,4.4,High,1086.4,0,741.77,80.24733109826406,16.21525900795944
2021-03-21,1843,3735.57,3381.07,0.19,2803.2,normal,670.0,0.31,621.03,341.57,7,1541.24,70,0,437.4,1657.14,Salary,1286.53,Investments,Positive,32.6,High,623.62,0,354.5,90.51014972280001,16.6247721231298
2021-04-20,1189,4472.3,5204.49,0.32,2483.32,recession,567.0,0.15,929.23,98.37,9,1452.67,43,0,498.59,3726.45,Salary,979.45,Utilities,Positive,44.6,Low,2882.58,1,-732.1899999999996,116.37166558594012,20.777452317599447
2021-05-20,1164,2888.28,3354.83,0.39,2773.58,normal,632.0,0.19,686.65,791.5,2,854.66,92,0,356.08,1933.95,Salary,1064.8,Entertainment,Neutral,27.6,Low,0.0,0,-466.5499999999997,116.153212292437,23.773664603154817
2021-06-19,1607,4780.73,4367.73,0.31,3268.53,normal,708.0,0.55,773.02,554.79,7,1056.31,62,0,303.86,2900.41,Salary,1163.46,Groceries,Positive,99.5,Low,2309.46,0,413.0,91.36115195796458,16.1694971270078
2021-07-19,1962,5559.19,3585.0699999999997,0.35,2564.72,recession,683.0,0.54,580.96,0.0,5,962.83,83,0,757.95,1693.81,Salary,1133.31,Dining Out,Positive,60.9,High,2358.92,0,1974.12,64.48907124958852,10.450443319980069
2021-08-18,1209,4766.46,3308.64,0.34,3431.69,inflation,597.0,0.55,475.76,162.42,9,1077.63,74,0,409.07,2551.6,Salary,347.97,Rent,Negative,55.0,Low,2606.49,0,1457.8200000000002,69.41503757505569,9.981411781489827
2021-09-17,1518,3072.79,3661.22,0.36,2147.31,inflation,630.0,0.51,433.6,250.3,1,1069.37,93,0,163.86,2568.99,Salary,928.37,Healthcare,Positive,10.6,High,11.26,0,-588.4299999999998,119.14969783161231,14.110954539685434
2021-10-17,1288,3815.91,2918.6800000000003,0.31,3238.16,recession,740.0,0.15,466.0,67.97,1,1045.23,31,0,748.46,1773.15,Freelance,397.07,Insurance,Positive,45.0,High,1695.88,0,897.2299999999996,76.4871288893082,12.212028061458472
2021-11-16,1689,6976.51,3249.2500000000005,0.4,3042.72,normal,712.0,0.57,484.4,54.57,5,866.95,99,0,419.32,1611.65,Salary,1218.28,Rent,Positive,43.2,Medium,3680.23,1,3727.2599999999998,46.57414667218997,6.943299730094273
2021-12-16,1817,4674.79,3330.59,0.16,2409.76,inflation,691.0,0.28,436.77,417.71,9,314.81,57,0,850.33,1914.88,Salary,565.38,Dining Out,Positive,21.3,High,400.85,0,1344.1999999999998,71.2457671895422,9.343093486552338
2022-01-15,1268,4559.96,4118.59,0.35,2380.08,inflation,662.0,0.54,176.77,352.88,7,828.16,20,0,375.28,2766.02,Mixed,977.29,Insurance,Negative,99.0,Medium,1512.71,0,441.3699999999999,90.32074842761779,3.87656909271134
2022-02-14,1607,3471.52,5126.51,0.22,2915.97,normal,706.0,0.39,565.95,307.02,4,1370.02,53,0,380.02,3168.79,Freelance,1577.7,Utilities,Positive,24.3,High,2890.38,0,-1654.9900000000002,147.67335345900358,16.302657049361663
2022-03-16,1424,2653.08,3214.2999999999997,0.12,2898.49,normal,687.0,0.27,163.16,0.0,5,0.0,42,0,676.93,1413.37,Salary,1124.0,Investments,Negative,96.7,Low,0.0,0,-561.2199999999998,121.15352722119196,6.1498334011790075
2022-04-15,1807,3857.46,4739.49,0.15,3866.06,inflation,645.0,0.6,154.16,528.52,5,197.4,21,0,354.15,3080.48,Freelance,1304.86,Entertainment,Positive,46.2,High,1464.39,0,-882.0299999999997,122.86556438692817,3.996412146853111
2022-05-15,1453,3443.27,4824.67,0.19,3225.82,inflation,719.0,0.32,629.74,241.87,9,688.1,88,0,578.68,3056.18,Salary,1189.81,Utilities,Positive,41.5,Low,737.51,0,-1381.4,140.11884052078403,18.289010156043528
2022-06-14,1303,3434.44,2381.56,0.16,3125.6,normal,706.0,0.23,584.24,130.48,9,430.07,98,0,277.06,1804.5,Salary,300.0,Utilities,Positive,90.0,Medium,734.3,0,1052.88,69.34347375409091,17.011215802285086
2022-07-14,1177,4176.62,3994.8599999999997,0.21,2350.36,inflation,792.0,0.56,473.08,0.0,9,1132.63,29,1,412.53,2369.3,Salary,1213.03,Utilities,Positive,98.1,High,960.65,0,181.76000000000022,95.648155685698,11.326862391120091
2022-08-13,1560,4082.93,4227.349999999999,0.16,2727.08,inflation,676.0,0.54,620.24,687.19,8,1156.6,49,0,415.21,2571.39,Salary,1240.75,Transportation,Positive,88.6,High,644.32,0,-144.41999999999962,103.53716571187847,15.19105152427301
2022-09-12,1150,4149.05,3204.8199999999997,0.16,2799.44,normal,656.0,0.2,973.69,409.42,5,1510.46,23,0,686.7,1860.2,Freelance,657.92,Insurance,Positive,82.4,Low,3269.11,1,944.2300000000005,77.24226027644882,23.467781781371638
2022-10-12,1649,3474.62,5309.57,0.15,2315.22,inflation,812.0,0.19,736.69,727.95,3,88.84,65,0,671.23,2511.43,Freelance,2126.91,Insurance,Positive,19.3,Low,0.0,0,-1834.9499999999998,152.81009146323913,21.202030725662087
2022-11-11,1595,5707.28,3923.49,0.39,2923.4,recession,664.0,0.3,263.12,0.0,7,1205.13,61,0,314.47,2034.51,Salary,1574.51,Education,Neutral,59.6,High,3468.17,1,1783.79,68.74535680744593,4.61025216915939
2022-12-11,1267,4901.55,3311.1600000000003,0.14,2718.06,normal,678.0,0.41,391.75,822.76,7,1212.51,88,0,382.55,2243.09,Salary,685.52,Dining Out,Positive,2.4,High,1633.39,0,1590.3899999999999,67.55332496863238,7.9923697605859365
