monthly_income,credit_score,rent_or_mortgage,essential_spending,discretionary_spending,risk_level,risk_band
4992.93,656.0,539.52,2016.59,540.81,0,Low Risk
4001.32,722.0,882.83,3054.47,434.63,1,Medium Risk
4437.14,662.0,1559.28,2149.62,294.92,1,Medium Risk
3152.04,756.0,990.81,2404.96,477.32,1,Medium Risk
5437.7,703.0,1591.37,2391.49,316.42,0,Low Risk
3679.44,649.0,1552.8,1488.86,564.48,1,Medium Risk
4638.91,630.0,827.44,2437.66,524.64,0,Low Risk
3152.62,658.0,904.15,3246.94,829.27,1,Medium Risk
4875.42,783.0,1053.61,2603.85,451.73,0,Low Risk
5009.67,659.0,1596.06,2164.94,235.79,0,Low Risk
2779.08,648.0,1551.81,2836.88,439.65,2,High Risk
3440.35,713.0,1038.31,2795.04,130.76,1,Medium Risk
3709.77,667.0,1578.86,2872.23,662.74,1,Medium Risk
4117.89,702.0,671.68,1035.92,556.31,0,Low Risk
4672.86,710.0,793.22,2375.34,689.73,0,Low Risk
3900.27,681.0,1472.92,3324.25,315.18,1,Medium Risk
3446.54,674.0,1344.01,1953.95,684.33,1,Medium Risk
3254.13,637.0,1167.61,2565.7,409.35,1,Medium Risk
2970.13,699.0,1376.23,2393.55,591.44,1,Medium Risk
3646.28,644.0,1565.82,2570.58,425.49,1,Medium Risk
5110.75,634.0,362.54,2425.32,766.86,0,Low Risk
4445.3,603.0,1061.05,1942.57,529.09,0,Low Risk
3250.29,640.0,1358.19,1000.0,498.21,1,Medium Risk
5215.62,592.0,1733.29,2086.98,357.73,0,Low Risk
2996.84,680.0,637.14,2052.05,438.15,1,Medium Risk
4316.94,636.0,1013.1,1522.12,438.11,0,Low Risk
4386.95,601.0,778.69,2679.71,851.41,0,Low Risk
3611.9,668.0,2005.45,2904.36,560.1,1,Medium Risk
3773.88,611.0,1034.11,1581.61,641.03,0,Low Risk
5741.66,706.0,853.71,3188.04,412.24,0,Low Risk
4399.97,713.0,1768.93,2887.04,475.47,1,Medium Risk
3422.26,658.0,878.44,2462.29,387.11,1,Medium Risk
5056.46,656.0,721.74,2065.56,260.82,0,Low Risk
5223.46,643.0,2016.03,2756.54,368.79,1,Medium Risk
4537.59,546.0,1519.75,1960.12,333.35,0,Low Risk
4937.58,644.0,848.69,1000.0,0.0,0,Low Risk
3647.02,657.0,864.83,1692.16,218.73,0,Low Risk
5266.24,652.0,1430.97,2640.58,583.3,0,Low Risk
3569.55,768.0,1323.42,1804.89,0.0,0,Low Risk
4048.41,616.0,1356.24,2346.11,597.84,1,Medium Risk
4669.49,684.0,1555.31,2247.09,253.75,0,Low Risk
3593.24,691.0,1012.76,2622.67,321.14,1,Medium Risk
4269.91,660.0,1179.84,2269.58,272.11,0,Low Risk
3348.56,638.0,1614.57,2795.62,694.54,1,Medium Risk
3343.67,709.0,843.92,3043.98,677.08,2,High Risk
4228.36,689.0,1593.07,1958.24,374.34,0,Low Risk
4279.18,712.0,1326.78,2466.17,262.68,1,Medium Risk
3954.72,668.0,1449.47,2269.55,332.3,1,Medium Risk
2439.35,542.0,1798.84,2311.88,436.87,2,High Risk
3852.59,629.0,1066.33,2446.83,677.23,1,Medium Risk
4856.47,663.0,1903.92,1791.98,680.92,0,Low Risk
3218.96,691.0,1167.34,1800.47,742.02,1,Medium Risk
3252.73,673.0,1493.27,1586.28,586.62,1,Medium Risk
2994.11,702.0,572.12,2826.99,611.57,1,Medium Risk
3482.22,686.0,1126.44,2840.04,655.06,1,Medium Risk
3458.98,695.0,1271.23,1841.82,525.11,1,Medium Risk
3234.86,677.0,999.43,2895.39,552.49,1,Medium Risk
4728.23,690.0,1622.56,1436.02,349.34,0,Low Risk
4424.62,623.0,984.47,2807.89,366.58,0,Low Risk
3816.33,764.0,1327.35,1896.12,666.92,1,Medium Risk
2821.14,670.0,1462.06,1518.0,535.98,1,Medium Risk
3479.82,620.0,920.76,2143.04,491.74,1,Medium Risk
4705.54,579.0,1470.24,2286.72,516.5,0,Low Risk
3484.28,670.0,1703.61,2959.94,342.67,1,Medium Risk
2507.51,696.0,1182.65,1273.83,533.04,1,Medium Risk
4012.58,715.0,1313.88,3054.16,720.59,1,Medium Risk
3465.62,697.0,922.92,2059.35,1014.19,1,Medium Risk
3886.0,607.0,1032.53,1541.03,255.7,0,Low Risk
4400.61,630.0,1255.79,1171.9,836.01,0,Low Risk
4174.94,658.0,1083.01,2254.85,701.53,1,Medium Risk
4169.34,647.0,758.51,2012.28,518.61,0,Low Risk
4224.13,674.0,1289.3,3220.33,633.48,1,Medium Risk
2935.39,718.0,1609.42,2734.72,264.23,1,Medium Risk
4133.59,728.0,1472.42,2705.24,132.95,1,Medium Risk
5105.01,660.0,1285.6,2109.54,782.1,0,Low Risk
3730.53,663.0,1830.5,1294.58,924.02,1,Medium Risk
4218.71,723.0,1144.58,1457.89,569.64,0,Low Risk
4577.35,688.0,1622.48,2511.53,452.9,1,Medium Risk
5422.04,742.0,1285.15,2284.72,388.92,0,Low Risk
3415.34,688.0,1223.86,2941.18,359.4,1,Medium Risk
5880.03,632.0,1452.68,1786.58,126.65,0,Low Risk
4973.72,649.0,1664.58,2231.07,372.59,0,Low Risk
4669.17,749.0,1619.31,1799.14,647.33,0,Low Risk
4815.01,662.0,1883.07,3402.08,594.44,1,Medium Risk
2486.2,634.0,300.0,3283.08,501.54,2,High Risk
2639.7,724.0,1301.22,1821.95,235.87,1,Medium Risk
4309.59,738.0,910.32,2009.16,811.17,0,Low Risk
3862.56,743.0,817.09,2240.51,419.61,1,Medium Risk
3545.01,647.0,1775.42,2406.41,497.97,1,Medium Risk
4961.34,634.0,1215.8,2206.97,480.03,0,Low Risk
4536.02,739.0,558.91,1663.02,742.77,0,Low Risk
5457.51,713.0,1112.85,2540.16,744.37,0,Low Risk
5088.75,775.0,519.93,1610.54,304.36,0,Low Risk
3688.64,664.0,1443.14,2242.48,542.26,1,Medium Risk
4707.74,689.0,1623.36,1849.32,416.49,0,Low Risk
4839.78,748.0,1310.54,3222.2,437.86,1,Medium Risk
4933.33,670.0,1577.08,2140.53,563.66,0,Low Risk
2775.55,663.0,1094.89,1639.82,337.31,1,Medium Risk
4455.87,588.0,555.77,3060.8,503.47,0,Low Risk
2864.05,690.0,1208.3,1790.0,576.75,1,Medium Risk
3675.2,679.0,1380.34,1000.0,492.36,0,Low Risk
3176.93,667.0,607.26,2993.9,222.93,1,Medium Risk
3936.88,663.0,745.2,2272.53,444.3,0,Low Risk
2928.28,651.0,1494.44,2878.17,517.99,2,High Risk
3515.59,638.0,1342.14,1243.48,704.24,0,Low Risk
3895.96,656.0,1246.88,1512.23,88.56,0,Low Risk
2669.1,752.0,1377.98,3643.11,398.49,2,High Risk
5343.85,687.0,1502.98,3263.26,193.65,0,Low Risk
4665.72,657.0,946.42,2779.61,249.23,0,Low Risk
3653.03,700.0,1513.6,2855.32,334.1,1,Medium Risk
3896.29,712.0,1652.43,2620.87,252.45,1,Medium Risk
4658.8,729.0,957.44,1903.22,761.01,0,Low Risk
4255.36,664.0,1356.43,1397.49,391.51,0,Low Risk
3591.17,791.0,505.96,3120.7,568.83,1,Medium Risk
4292.35,601.0,1068.1,2885.59,632.6,1,Medium Risk
3287.25,646.0,879.83,2543.09,553.74,1,Medium Risk
4199.02,701.0,550.84,2327.78,292.34,0,Low Risk
2643.07,709.0,550.07,2038.14,686.78,1,Medium Risk
4735.23,708.0,1809.46,2539.61,276.9,1,Medium Risk
2918.33,706.0,951.27,2772.46,427.28,1,Medium Risk
4027.77,626.0,989.12,2465.07,79.75,0,Low Risk
2199.91,654.0,1316.41,2309.29,561.79,2,High Risk
2591.91,693.0,1545.45,2355.85,250.61,2,High Risk
3427.36,587.0,1754.23,2810.04,551.35,1,Medium Risk
4511.83,626.0,1021.9,2255.28,742.36,0,Low Risk
4059.17,679.0,1259.74,2569.53,649.22,1,Medium Risk
6828.27,670.0,1361.67,2678.26,557.16,0,Low Risk
2835.01,638.0,1537.45,2420.12,366.24,1,Medium Risk
3484.11,684.0,935.74,2057.99,576.61,1,Medium Risk
4746.63,719.0,929.47,2967.46,606.81,0,Low Risk
4238.21,651.0,1398.4,1464.78,210.47,0,Low Risk
4723.75,642.0,1334.38,2139.42,176.11,0,Low Risk
4213.27,806.0,1368.35,2474.3,733.79,1,Medium Risk
5808.8,695.0,1298.59,1264.37,668.22,0,Low Risk
2050.84,713.0,1463.58,1464.26,601.34,2,High Risk
2018.66,785.0,1619.35,2902.44,536.28,2,High Risk
4775.72,640.0,659.29,2417.33,709.98,0,Low Risk
2356.49,677.0,1524.33,2078.36,822.23,2,High Risk
2833.68,648.0,1512.29,2912.98,488.99,2,High Risk
5685.03,772.0,1637.76,2444.94,787.0,0,Low Risk
5058.25,612.0,938.98,1473.88,145.29,0,Low Risk
4598.99,662.0,1101.72,2302.62,507.65,0,Low Risk
5567.2,614.0,1658.45,1646.79,612.05,0,Low Risk
3316.71,631.0,1282.22,2139.53,444.09,1,Medium Risk
3404.43,634.0,1136.65,2253.44,877.83,1,Medium Risk
5959.45,628.0,965.94,1717.86,684.76,0,Low Risk
6076.12,732.0,1154.83,2101.56,392.15,0,Low Risk
3889.62,699.0,1563.84,1535.22,583.29,0,Low Risk
3652.61,698.0,434.38,2014.31,504.77,0,Low Risk
4325.35,628.0,1549.11,1471.13,359.72,0,Low Risk
4943.74,697.0,1027.55,2128.69,376.04,0,Low Risk
3916.11,693.0,1753.47,1660.54,345.46,1,Medium Risk
4883.93,618.0,1612.56,2341.91,74.97,0,Low Risk
3548.34,646.0,939.26,3068.61,561.44,1,Medium Risk
5105.78,669.0,1112.81,1543.7,279.31,0,Low Risk
3546.93,736.0,1197.4,1095.06,862.19,1,Medium Risk
4808.93,693.0,1237.53,1605.36,589.77,0,Low Risk
3924.66,661.0,2072.27,2134.82,714.13,1,Medium Risk
3259.18,598.0,1205.0,2390.31,268.78,1,Medium Risk
4734.64,600.0,817.97,1790.37,304.5,0,Low Risk
5172.46,678.0,470.19,3244.39,689.88,0,Low Risk
4451.08,696.0,1451.58,2967.87,707.39,1,Medium Risk
3140.71,768.0,1056.16,1697.51,528.91,1,Medium Risk
5401.29,662.0,976.19,2964.37,608.78,0,Low Risk
3695.13,692.0,985.86,3034.33,358.11,1,Medium Risk
2040.71,699.0,1015.93,1746.63,672.48,2,High Risk
4620.6,682.0,1060.05,2202.72,442.1,0,Low Risk
3413.85,597.0,1411.29,1963.1,206.73,1,Medium Risk
3751.34,658.0,2048.44,2869.83,342.06,1,Medium Risk
4177.19,634.0,954.59,2386.7,748.91,0,Low Risk
5380.6,698.0,1162.02,1884.09,584.92,0,Low Risk
5234.63,715.0,300.0,2285.03,423.58,0,Low Risk
4897.55,612.0,1303.51,1888.39,573.15,0,Low Risk
3768.81,623.0,1304.07,2164.27,417.54,1,Medium Risk
5199.63,622.0,367.82,3291.13,561.73,0,Low Risk
2984.02,682.0,2041.51,3153.16,390.63,2,High Risk
3334.71,704.0,321.29,2213.47,509.19,1,Medium Risk
4357.52,626.0,1120.84,1296.92,578.55,0,Low Risk
5002.18,707.0,1507.74,1868.48,490.68,0,Low Risk
4365.03,666.0,906.64,1996.8,516.07,0,Low Risk
4640.5,691.0,1662.16,1815.42,367.52,0,Low Risk
4663.1,686.0,1347.12,1883.1,319.64,0,Low Risk
3329.59,765.0,1156.21,3205.43,585.97,2,High Risk
4775.53,626.0,869.09,1176.76,814.6,0,Low Risk
4191.84,620.0,1013.94,1731.74,333.91,0,Low Risk
2873.54,742.0,748.78,1943.02,255.54,1,Medium Risk
4213.74,692.0,1536.54,3909.92,625.52,1,Medium Risk
4579.54,691.0,1346.36,2027.21,435.2,0,Low Risk
2742.34,742.0,2048.6,1701.61,196.09,1,Medium Risk
4693.72,640.0,538.49,2233.07,960.73,0,Low Risk
5110.47,662.0,2391.34,2511.06,688.69,1,Medium Risk
3582.41,651.0,1508.79,3167.05,465.46,1,Medium Risk
4400.85,713.0,1149.27,2866.2,185.1,0,Low Risk
5125.55,755.0,1101.75,2374.19,442.83,0,Low Risk
2909.27,733.0,1283.86,3741.69,573.28,2,High Risk
3590.68,749.0,1239.14,2325.49,570.81,1,Medium Risk
4332.24,644.0,300.0,2494.98,536.34,0,Low Risk
2897.67,613.0,1448.45,1901.48,403.51,1,Medium Risk
3335.38,744.0,1621.11,1681.17,440.12,1,Medium Risk
3294.03,634.0,1346.28,2605.72,424.34,1,Medium Risk
4839.76,657.0,1084.68,1070.96,900.06,0,Low Risk
4910.43,703.0,511.58,1467.39,384.72,0,Low Risk
4185.69,636.0,1066.45,3316.95,372.64,1,Medium Risk
3996.62,702.0,1201.78,2072.35,293.25,0,Low Risk
4965.45,743.0,1513.19,1720.8,404.35,0,Low Risk
3053.5,675.0,1256.0,3514.52,69.57,2,High Risk
4921.78,684.0,1894.87,2599.17,352.17,1,Medium Risk
4645.98,751.0,1760.6,2111.14,523.78,0,Low Risk
3739.61,707.0,1643.73,2792.54,403.53,1,Medium Risk
4842.62,665.0,1276.29,1750.69,368.01,0,Low Risk
4848.42,660.0,1299.04,2530.02,606.61,0,Low Risk
4041.81,726.0,1447.43,1717.98,937.03,1,Medium Risk
1647.78,667.0,1424.42,2206.3,925.28,2,High Risk
5306.27,699.0,1411.12,2531.66,977.02,0,Low Risk
5344.28,633.0,864.91,2400.02,505.87,0,Low Risk
4607.04,726.0,1220.57,1434.77,669.5,0,Low Risk
2766.05,646.0,1360.71,2113.19,601.36,1,Medium Risk
1109.22,819.0,1038.55,2066.86,518.14,2,High Risk
3033.43,682.0,910.4,2203.19,390.15,1,Medium Risk
4882.49,619.0,1816.63,1637.07,541.66,0,Low Risk
2418.33,648.0,1183.99,2731.44,905.31,2,High Risk
3681.75,678.0,810.13,2476.24,632.4,1,Medium Risk
4298.25,629.0,1291.15,1058.61,468.41,0,Low Risk
3536.27,697.0,1484.19,1881.39,236.07,1,Medium Risk
4900.43,710.0,898.59,3137.2,702.48,0,Low Risk
4179.78,650.0,1060.51,1420.39,581.49,0,Low Risk
3308.17,637.0,1919.94,2092.01,675.62,1,Medium Risk
3655.81,740.0,919.49,2487.47,427.1,1,Medium Risk
4768.97,664.0,1543.19,1456.47,333.22,0,Low Risk
3983.3,670.0,1560.35,1000.0,638.14,0,Low Risk
4608.24,620.0,1110.61,1419.08,51.5,0,Low Risk
4400.6,728.0,1376.96,2613.22,535.63,1,Medium Risk
4161.28,534.0,858.22,2826.47,335.98,0,Low Risk
4776.77,702.0,1763.19,1000.0,606.3,0,Low Risk
2489.96,684.0,1490.2,2671.5,249.32,1,Medium Risk
4847.53,599.0,956.5,2766.37,319.31,0,Low Risk
5307.88,785.0,1288.24,2934.35,575.53,0,Low Risk
3318.71,707.0,759.78,1521.31,565.29,0,Low Risk
3884.53,617.0,1789.67,2152.77,411.34,1,Medium Risk
5962.96,734.0,894.15,1731.64,846.79,0,Low Risk
4042.72,708.0,1315.0,2203.96,511.6,1,Medium Risk
4475.73,712.0,1489.97,2384.39,677.15,1,Medium Risk
3412.32,656.0,1020.83,2762.58,327.87,1,Medium Risk
3303.22,663.0,2052.41,3227.41,504.4,1,Medium Risk
2599.55,661.0,863.18,2455.42,566.23,2,High Risk
4128.81,620.0,1728.87,1851.74,881.72,1,Medium Risk
3737.23,671.0,1420.81,2644.04,671.32,1,Medium Risk
2284.2,668.0,1288.5,1727.01,700.0,2,High Risk
3755.48,702.0,1312.42,2032.99,544.51,1,Medium Risk
4568.97,731.0,1302.44,2451.62,509.65,0,Low Risk
1763.54,695.0,1359.72,1572.16,757.33,2,High Risk
3531.89,651.0,964.84,2660.43,577.1,1,Medium Risk
3445.74,720.0,1805.71,2715.79,480.47,1,Medium Risk
2620.15,659.0,1403.57,2926.15,389.36,2,High Risk
3931.59,737.0,1483.48,3500.06,197.44,1,Medium Risk
5372.78,669.0,1012.47,2496.33,717.24,0,Low Risk
3234.55,731.0,1375.56,2873.39,371.76,1,Medium Risk
5440.42,746.0,616.1,3003.69,417.48,0,Low Risk
4484.71,713.0,945.4,2318.77,752.06,0,Low Risk
3362.56,738.0,1126.21,2588.28,487.1,1,Medium Risk
3773.76,727.0,918.15,1270.88,473.65,0,Low Risk
3574.91,641.0,1054.46,2878.42,479.37,1,Medium Risk
4866.85,825.0,1064.44,1988.59,655.74,0,Low Risk
5597.8,725.0,1378.87,2955.68,636.49,0,Low Risk
4284.37,657.0,1123.6,2690.95,565.6,1,Medium Risk
3877.85,738.0,1202.74,2056.89,603.99,1,Medium Risk
1569.56,642.0,1540.51,2317.02,372.71,2,High Risk
4920.86,749.0,1050.71,1090.99,772.19,0,Low Risk
5301.4,613.0,1381.95,2916.11,752.16,1,Medium Risk
4127.0,637.0,348.28,2167.09,598.07,0,Low Risk
3716.17,722.0,1084.37,2551.47,628.02,1,Medium Risk
4472.59,757.0,814.9,1201.72,119.54,0,Low Risk
3099.39,621.0,1179.57,1620.02,433.98,1,Medium Risk
4057.35,637.0,883.56,1918.68,539.71,0,Low Risk
5045.76,650.0,1414.57,2533.14,236.15,0,Low Risk
4321.35,730.0,2038.91,2339.96,815.99,1,Medium Risk
3564.99,716.0,1488.96,1503.92,452.95,1,Medium Risk
2892.45,729.0,656.83,1907.56,658.61,1,Medium Risk
5086.99,725.0,1261.53,2260.32,526.69,0,Low Risk
3828.6,698.0,300.0,2145.27,341.79,0,Low Risk
2439.82,667.0,1130.55,2902.04,414.44,2,High Risk
5502.74,567.0,971.14,1213.66,778.98,0,Low Risk
3800.93,655.0,1787.11,2420.79,589.95,1,Medium Risk
4345.13,556.0,1464.63,2234.88,445.35,1,Medium Risk
4319.02,750.0,1461.33,1766.05,363.63,0,Low Risk
5299.3,757.0,1022.64,2304.77,411.15,0,Low Risk
6206.68,686.0,1749.92,1968.0,578.17,0,Low Risk
5774.37,720.0,1035.16,2943.47,804.41,0,Low Risk
4808.33,684.0,1277.19,2591.46,135.1,0,Low Risk
2459.45,583.0,1228.09,2893.8,360.11,2,High Risk
5932.37,742.0,437.88,1326.26,622.29,0,Low Risk
3989.47,730.0,1445.16,1474.71,858.32,1,Medium Risk
5608.86,653.0,678.82,2137.22,398.53,0,Low Risk
2903.88,674.0,1165.54,2740.17,275.59,1,Medium Risk
4465.17,724.0,1637.94,2185.76,447.67,1,Medium Risk
4090.73,721.0,1275.52,1579.18,217.34,0,Low Risk
4009.2,728.0,1016.34,2644.73,297.52,0,Low Risk
1967.67,802.0,1943.28,2086.0,816.44,2,High Risk
4915.31,693.0,1930.17,2699.6,489.32,1,Medium Risk
4392.22,688.0,480.72,1472.63,509.32,0,Low Risk
4312.67,640.0,1072.84,3187.98,637.71,1,Medium Risk
5235.6,638.0,672.5,2977.5,470.98,0,Low Risk
4150.8,645.0,804.73,2428.28,635.91,1,Medium Risk
3883.98,578.0,1385.15,2390.49,585.99,1,Medium Risk
4289.35,725.0,991.98,3274.46,172.05,1,Medium Risk
2587.89,533.0,1245.87,2414.48,443.39,1,Medium Risk
4842.11,725.0,949.0,2870.97,488.9,0,Low Risk
3714.16,634.0,1669.49,2041.09,739.31,1,Medium Risk
3465.48,723.0,753.28,3518.15,704.15,1,Medium Risk
3298.01,654.0,2006.26,2628.05,666.64,2,High Risk
2574.9,649.0,1682.25,2482.99,405.45,2,High Risk
3609.54,642.0,1208.15,1951.36,65.08,0,Low Risk
4196.07,677.0,1615.93,1772.4,338.65,0,Low Risk
4176.41,754.0,1616.71,1049.19,606.27,0,Low Risk
3984.54,679.0,973.15,1888.25,145.23,0,Low Risk
3077.62,684.0,1261.18,2279.27,705.04,1,Medium Risk
2683.58,622.0,300.0,3254.97,256.54,1,Medium Risk
3719.15,670.0,1714.84,1079.72,531.96,1,Medium Risk
3362.89,686.0,1143.05,3136.8,332.89,1,Medium Risk
3722.49,662.0,750.69,2648.21,423.23,1,Medium Risk
3933.67,701.0,1644.56,2116.08,203.72,1,Medium Risk
4370.73,666.0,1388.1,1670.01,461.07,0,Low Risk
3540.69,659.0,1147.27,2571.65,658.15,1,Medium Risk
3817.0,633.0,1504.34,2180.73,420.69,1,Medium Risk
3229.95,628.0,1162.68,1184.36,647.72,0,Low Risk
4443.44,745.0,1309.87,3215.62,467.96,1,Medium Risk
3368.23,687.0,727.86,2288.13,588.08,1,Medium Risk
1520.17,666.0,1384.12,2501.11,304.33,2,High Risk
4167.25,668.0,1481.89,2896.32,337.55,1,Medium Risk
6335.87,620.0,1154.75,1884.42,738.65,0,Low Risk
3947.97,664.0,855.14,1320.08,711.65,0,Low Risk
3587.21,664.0,1380.23,1944.1,845.3,1,Medium Risk
4731.32,656.0,1038.04,2412.47,497.23,0,Low Risk
4096.16,654.0,1323.8,2397.42,432.5,1,Medium Risk
4878.89,672.0,1139.55,1119.4,757.55,0,Low Risk
4486.64,625.0,1374.43,2475.47,721.19,1,Medium Risk
4599.9,697.0,1987.73,1681.83,660.72,0,Low Risk
3062.79,658.0,958.89,2563.9,396.67,1,Medium Risk
5343.14,638.0,1144.61,2179.51,742.87,0,Low Risk
2521.68,703.0,1945.39,1822.51,459.74,2,High Risk
3016.72,686.0,1825.61,3208.11,707.18,2,High Risk
2645.91,633.0,1284.73,2004.75,180.92,2,High Risk
6113.33,631.0,1432.72,1748.72,403.34,0,Low Risk
4043.37,750.0,960.56,3014.02,959.91,1,Medium Risk
3739.5,686.0,1128.93,1867.51,1132.61,1,Medium Risk
3563.44,679.0,2358.42,2628.73,644.79,1,Medium Risk
5377.21,728.0,1485.74,2888.06,654.34,0,Low Risk
4862.26,655.0,1769.22,2772.01,833.07,1,Medium Risk
3915.46,652.0,1319.73,3454.97,587.58,1,Medium Risk
4503.57,645.0,1388.84,1000.0,709.61,0,Low Risk
4403.12,709.0,912.6,1876.96,477.07,0,Low Risk
3227.23,676.0,1035.85,2016.05,481.87,1,Medium Risk
7407.94,665.0,1663.48,2056.56,948.02,0,Low Risk
3997.97,639.0,1128.94,2421.35,333.82,1,Medium Risk
4290.08,629.0,335.26,1336.85,509.14,0,Low Risk
4390.52,675.0,1921.79,2447.35,651.46,1,Medium Risk
4698.3,702.0,1094.37,2206.01,608.14,0,Low Risk
5968.09,628.0,1430.64,1524.53,705.98,0,Low Risk
3055.95,683.0,1707.92,1173.67,244.48,1,Medium Risk
2813.99,719.0,927.52,1724.99,378.78,1,Medium Risk
4241.75,585.0,612.74,1629.29,133.01,0,Low Risk
4120.29,728.0,1284.47,1463.02,294.74,0,Low Risk
3650.96,657.0,1990.06,1347.37,528.56,1,Medium Risk
3970.05,706.0,1107.69,1806.79,561.13,0,Low Risk
4845.09,727.0,1198.73,1677.34,803.94,0,Low Risk
4631.16,660.0,1515.69,1364.2,279.49,0,Low Risk
4914.54,680.0,1216.87,3028.09,431.09,0,Low Risk
3874.63,718.0,1702.48,2314.92,296.01,1,Medium Risk
4823.2,684.0,1667.87,1275.9,472.96,0,Low Risk
2135.71,664.0,1005.66,3160.49,0.0,2,High Risk
3935.93,666.0,1565.65,2719.58,707.43,1,Medium Risk
2418.36,732.0,636.46,2242.03,430.75,1,Medium Risk
3090.57,701.0,1226.48,2419.58,561.77,1,Medium Risk
3583.16,689.0,1241.98,2300.71,7.49,0,Low Risk
4393.93,752.0,1178.43,2342.22,419.17,0,Low Risk
3915.09,670.0,1418.09,3498.82,622.53,1,Medium Risk
3866.1,747.0,1082.27,1967.62,319.87,1,Medium Risk
3898.21,744.0,1161.74,2125.05,423.46,1,Medium Risk
2307.32,660.0,1999.95,1967.33,468.83,1,Medium Risk
3740.2,708.0,1521.5,2196.72,540.78,1,Medium Risk
4462.25,719.0,1241.8,1000.0,215.77,0,Low Risk
3837.53,713.0,822.84,1901.04,740.68,0,Low Risk
3618.52,628.0,1811.99,2406.85,107.12,1,Medium Risk
3965.61,712.0,801.22,1768.1,257.14,0,Low Risk
2571.2,701.0,1284.45,1638.63,729.18,1,Medium Risk
5355.14,617.0,1172.09,2267.19,311.56,0,Low Risk
3672.37,676.0,1653.78,1000.0,550.74,0,Low Risk
4202.08,663.0,1242.09,2044.31,602.42,0,Low Risk
2656.36,693.0,1667.17,1709.68,526.27,1,Medium Risk
3142.27,691.0,356.25,1947.45,292.66,1,Medium Risk
3614.02,766.0,1470.3,4245.9,637.82,1,Medium Risk
2779.88,703.0,300.0,2107.03,177.98,1,Medium Risk
4901.9,702.0,1336.84,2317.35,397.56,0,Low Risk
5524.03,694.0,2146.0,2229.71,606.53,0,Low Risk
3254.2,602.0,1299.95,1921.14,477.01,1,Medium Risk
3649.63,595.0,1172.35,1000.0,439.21,0,Low Risk
2884.93,719.0,1753.49,2479.87,840.95,2,High Risk
4103.22,649.0,1442.99,1366.01,351.47,0,Low Risk
4768.91,741.0,1376.58,1137.22,710.79,0,Low Risk
3181.97,807.0,1290.06,1000.0,663.21,1,Medium Risk
4551.4,639.0,1359.26,1996.04,488.86,0,Low Risk
3435.79,752.0,1129.81,1991.48,154.07,1,Medium Risk
4064.85,622.0,959.12,1825.0,670.31,0,Low Risk
3337.68,708.0,1200.3,2319.7,439.11,1,Medium Risk
3374.92,677.0,1521.3,2245.69,456.4,1,Medium Risk
5648.53,721.0,1671.27,2644.91,551.62,0,Low Risk
5018.91,629.0,1529.72,3039.23,562.41,1,Medium Risk
3459.71,674.0,850.78,2412.54,439.2,1,Medium Risk
6256.88,634.0,982.62,1759.63,710.08,0,Low Risk
5411.25,728.0,2025.0,2285.16,444.74,0,Low Risk
1818.94,686.0,1432.9,2342.52,295.75,2,High Risk
5174.97,686.0,1461.15,3113.47,460.93,0,Low Risk
2473.08,615.0,1091.69,1550.85,619.72,1,Medium Risk
5640.42,692.0,833.25,2198.75,582.11,0,Low Risk
3900.79,716.0,1344.26,1270.7,491.3,0,Low Risk
4044.47,740.0,1094.21,1753.23,317.81,0,Low Risk
3441.08,668.0,1275.9,2597.37,193.29,1,Medium Risk
3310.43,670.0,1616.7,1988.78,287.87,1,Medium Risk
4449.06,649.0,1451.3,1430.24,330.64,0,Low Risk
4979.17,707.0,1063.24,1123.95,601.34,0,Low Risk
2223.77,602.0,1048.17,2465.43,662.48,2,High Risk
3784.07,703.0,1633.96,3712.09,529.71,2,High Risk
4544.68,671.0,1030.8,1646.0,301.9,0,Low Risk
2597.03,772.0,1209.59,2011.39,525.81,1,Medium Risk
2557.58,685.0,1127.09,2443.87,647.54,2,High Risk
2943.7,703.0,1104.56,1648.02,925.69,1,Medium Risk
2018.05,747.0,1009.84,2116.14,745.89,2,High Risk
1269.43,720.0,1210.15,2666.9,531.18,2,High Risk
5850.03,640.0,1292.33,2139.14,268.55,0,Low Risk
3195.04,655.0,1056.35,1861.17,277.54,1,Medium Risk
3535.09,657.0,951.21,2341.1,351.95,1,Medium Risk
4883.1,702.0,1324.95,2411.39,496.18,0,Low Risk
2723.47,726.0,1990.13,2159.88,536.18,2,High Risk
3857.32,665.0,971.23,1547.33,474.4,0,Low Risk
1762.91,719.0,467.95,2694.49,471.16,2,High Risk
4595.14,634.0,1568.42,3700.56,1049.52,1,Medium Risk
4139.34,687.0,1460.32,1940.04,212.06,0,Low Risk
4572.35,730.0,1227.6,3333.4,422.44,1,Medium Risk
5238.6,714.0,1343.61,2024.95,360.5,0,Low Risk
3818.35,741.0,1649.89,2039.84,802.26,1,Medium Risk
4353.8,707.0,504.54,2377.79,849.96,0,Low Risk
4033.62,670.0,991.98,2860.72,364.46,1,Medium Risk
3698.63,706.0,1432.05,2378.68,449.06,1,Medium Risk
4272.22,675.0,1050.93,1334.51,392.68,0,Low Risk
5191.39,716.0,1178.63,1980.08,625.61,0,Low Risk
4223.84,663.0,1194.29,2450.63,290.59,0,Low Risk
3415.3,623.0,1671.98,1906.64,435.12,1,Medium Risk
3085.25,657.0,1940.54,1373.17,472.1,1,Medium Risk
